id,month,site,Dilution,endpoint,treatment,rep,tag,micro,ana,cylindro,aphanizomenon_biovolume,aphanocapsa_biovolume,dolichospermum_biovolume,filamentous_biovolume,merismopedia_biovolume,microcystis_biovolume,Aulacoseira_cell/ml,Pennate diatoms_cell/ml,Centric diatom_cell/ml,Dinoflagellates_cell/ml,Unicellular greens_cell/ml,Colonial greens_cell/ml,Unidentified_cell/ml,Pediastrum_cell/ml,Desmodesmus_cell/ml,Chla,Phyco,srp,TN,TP,N-NO3,N-NH4,Inorganic_N ,N/P,temp,spc,sal,odo,ph,fdom rfu
-1,0,-1,0,-1,-1,0,0,-0.46156425760229786,-0.42098286097368615,-1.416589805086142,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-1.952532343188028,-2,-0.683304719652123,-0.19801209268257258,-0.43019443034398697,-0.42844231608717953,0.028627390839605103,-0.14579849081128457,-0.9249071243716331,0.6187776018722118,0.5209955352700373,0.13236293791419076,0.008770854459361144,-0.1509823737333488,-0.375660240229903
-1,0,-1,0,-1,0,0,0,-0.46156425760229786,-0.42098286097368615,-1.416589805086142,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-3.0531457306615213,0,-1.691410356195,-2.2819750390484037,-1.5299166156774047,-1.9127160946566852,-1.6509574163549243,-1.8606525556559705,-1.9284250787052928,1.1071191984827915,0.5459494957265665,0.13236293791419076,-0.3228391094463422,-0.15869511769328257,-0.4946660540860598
-1,0,-1,0,-1,0,0,0,-0.46156425760229786,-0.42098286097368615,-1.416589805086142,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-3.0531457306615213,0,-1.691410356195,-2.2819750390484037,-1.5299166156774047,-1.9127160946566852,-1.6509574163549243,-1.8606525556559705,-1.9284250787052928,0.6129969688936723,0.4994744803973932,0.120150245514753,0.4460000078303948,0.06203821818463134,-0.22778306163183185
-1,0,-1,0,-1,1,0,0,-0.46156425760229786,-0.42098286097368615,-1.416589805086142,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-3.0531457306615213,0,-1.691410356195,-2.2819750390484037,-1.5299166156774047,-1.9127160946566852,-1.6509574163549243,-1.8606525556559705,-1.9284250787052928,0.906543439024519,0.535368633242193,0.13236293791419076,0.14733696632876545,-0.1125287138732904,-0.474753642504682
-1,0,0,0,-1,-1,1,0,-0.3911141057790879,-0.4174476025734985,0.6897902986305969,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,0.6236436601508067,0,7.287976345586461,0.9510349342254463,4.610358736004976,-0.85113293159987,0.35412496754419304,-0.1799684396670417,0.053355995293755905,0.636218592973102,-0.2572835099018403,-0.29475113632839534,2.327047246321291,0.2255582169546157,1.3598697395895576
-1,0,0,0,-1,0,1,0,-0.3911141057790879,-0.4174476025734985,0.6897902986305969,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-3.0531457306615213,0,-1.691410356195,-2.2819750390484037,-1.5299166156774047,-1.9127160946566852,-1.6509574163549243,-1.8606525556559705,-1.9284250787052928,0.9341274072235334,-0.2425938832389081,-0.29475113632839534,3.4871109062408534,0.3713942829752817,1.2067917575171019
-1,0,0,0,-1,0,1,0,-0.3911141057790879,-0.4174476025734985,0.6897902986305969,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-3.0531457306615213,0,-1.691410356195,-2.2819750390484037,-1.5299166156774047,-1.9127160946566852,-1.6509574163549243,-1.8606525556559705,-1.9284250787052928,0.6788155739590358,-0.2703724927860363,-0.29475113632839534,2.617955344818491,0.5075419616365695,1.2851688109328576
-1,0,0,0,-1,1,1,0,-0.3911141057790879,-0.4174476025734985,0.6897902986305969,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-3.0531457306615213,0,-1.691410356195,-2.2819750390484037,-1.5299166156774047,-1.9127160946566852,-1.6509574163549243,-1.8606525556559705,-1.9284250787052928,1.07139864779602,-0.1169368797018951,-0.2401466388557308,1.984598467291076,0.3206505622863947,1.3671507220918118
-1,0,1,0,-1,-1,1,0,-0.22673041819159814,-0.034378939774358096,-1.416589805086142,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-1.9548390363512251,-2,-0.40187788488424386,-1.2819750390484037,-0.5299166156774048,-0.5477417813249064,0.24663198399400024,-0.0779220927091003,-0.8664204973545292,0.6980788539722399,0.5566666319757962,0.15666249015812345,0.04874667955912212,-0.1664152316915698,-0.2911646372328273
-1,0,1,0,-1,0,1,0,-0.22673041819159814,-0.034378939774358096,1.4803441287121453,-1.7037848400895297,-2.0756853462603972,-1.8908448938473692,-2.755929993957808,-1.775366059931493,-2.253359277178434,-2.505060810219185,-2.2134433495564947,-2.3196418823029874,-1.463538945610962,-5.746022294259086,-4.137058559640888,-1.3279529511132582,-1.7712025052731593,-2.6358718427609578,-3.0531457306615213,0,-1.691410356195,-2.2819750390484037,-1.5299166156774047,-1.9127160946566852,-1.6509574163549243,-1.8606525556559705,-1.9284250787052928,1.1335091103921102,0.5743884309693754,0.15666249015812345,-0.04164347449218284,-0.19736967064843042,-0.3663897648851426
